,Venue,City,Country,Date,Year,Setlist,State
1102,Summit Arena,Houston,USA,1988-10-20,1988,"['cold rain and snow', 'new minglewood blues', 'candyman', 'me and my uncle', 'mexicali blues', 'west l.a. fadeaway', 'queen jane approximately', 'stagger lee', 'music never stopped', 'china cat sunflower', 'i know you rider', ""playin' in the band"", 'built to last', 'drums', 'i need a miracle', 'dear mr. fantasy', 'hey jude reprise', 'turn on your love light', 'black muddy river']",TX
1103,Reunion Arena,Dallas,USA,1988-10-21,1988,"['let the good times roll', 'feel like a stranger', ""franklin's tower"", ""walkin' blues"", 'believe it or not', 'stuck inside of mobile', ""dupree's diamond blues"", 'jack straw', 'happy birthday', 'wang dang doodle', 'victim or the crime', 'foolish heart', 'man smart/woman smarter', 'drums', 'i will take you home', ""goin' down the road feelin' bad"", 'all along the watchtower', 'stella blue', 'sugar magnolia', 'brokedown palace']",TX
1104,Long Beach Arena,Long Beach,USA,1988-12-09,1988,"['let the good times roll', ""franklin's tower"", 'masterpiece', 'jack-a-roe', ""walkin' blues"", 'high time', 'cassidy', ""don't ease me in"", 'scarlet begonias', 'fire on the mountain', 'estimated prophet', 'eyes of the world', 'drums', 'the wheel', ""gimme some lovin'"", 'wharf rat', 'all along the watchtower', 'u.s. blues']",CA
1105,Long Beach Arena,Long Beach,USA,1988-12-10,1988,"['feel like a stranger', 'west l.a. fadeaway', 'me and my uncle', 'big river', 'althea', 'stuck inside of mobile', 'tennessee jed', 'music never stopped', 'china cat sunflower', 'i know you rider', ""playin' in the band"", 'terrapin station', 'drums', 'the other one', 'stella blue', ""throwin' stones"", 'turn on your love light', ""knockin' on heaven's door""]",CA
1106,Long Beach Arena,Long Beach,USA,1988-12-11,1988,"['iko iko', 'jack straw', 'row jimmy', 'queen jane approximately', 'bird song', 'hell in a bucket', 'box of rain', 'victim or the crime', 'foolish heart', 'man smart/woman smarter', 'drums', 'i need a miracle', 'dear mr. fantasy', 'hey jude reprise', 'black muddy river', 'sugar magnolia', 'quinn the eskimo']",CA
1107,Oakland Coliseum,Oakland,USA,1988-12-28,1988,"['iko iko', ""walkin' blues"", 'jack-a-roe', ""it's all over now"", 'when push comes to shove', 'stuck inside of mobile', 'bird song', 'jack straw', 'china cat sunflower', 'i know you rider', 'estimated prophet', ""he's gone"", 'drums', ""uncle john's band"", 'i need a miracle', 'foolish heart', 'turn on your love light', 'baby blue']",CA
1108,Oakland Coliseum,Oakland,USA,1988-12-29,1988,"['hell in a bucket', 'sugaree', 'new minglewood blues', 'friend of the devil', 'queen jane approximately', 'to lay me down', 'let it grow', ""playin' in the band"", 'crazy fingers', 'samson and delilah', 'eyes of the world', 'drums', 'the other one', 'stella blue', ""throwin' stones"", 'not fade away', 'quinn the eskimo']",CA
1109,Oakland Coliseum,Oakland,USA,1988-12-31,1988,"['let the good times roll', ""franklin's tower"", 'wang dang doodle', 'west l.a. fadeaway', 'masterpiece', 'cold rain and snow', 'cassidy', ""don't ease me in"", 'sugar magnolia', 'touch of grey', 'man smart/woman smarter', 'terrapin station', 'drums', 'the wheel', ""gimme some lovin'"", 'all along the watchtower', 'morning dew', 'sunshine daydream', 'wharf rat', ""goin' down the road feelin' bad"", 'one more saturday night']",CA
1110,Henry J Kaiser,Oakland,USA,1989-02-05,1989,"['touch of grey', 'feel like a stranger', ""franklin's tower"", 'little red rooster', 'althea', ""we can run but we can't hide"", 'desolation row', ""don't ease me in"", 'cold rain and snow', 'man smart/woman smarter', 'standing on the moon', ""playin' in the band"", 'drums', 'i will take you home', ""he's gone"", 'i need a miracle', 'morning dew', 'johnny b. goode']",CA
1111,HJK,Oakland,USA,1989-02-06,1989,"['not fade away', 'sugaree', 'wang dang doodle', 'jack-a-roe', 'queen jane approximately', 'brown eyed women', 'cassidy', 'tennessee jed', 'hell in a bucket', 'scarlet begonias', 'looks like rain', 'terrapin station', 'drums', 'the other one', 'stella blue', 'turn on your love light', 'black muddy river']",CA
1112,HJK,Oakland,USA,1989-02-07,1989,"['hey pocky way', 'jack straw', 'loser', ""walkin' blues"", 'just a little light', 'standing on the moon', 'stuck inside of mobile', 'bird song', 'iko iko', 'victim or the crime', ""we can run but we can't hide"", ""uncle john's band"", 'drums', 'the wheel', ""throwin' stones"", 'foolish heart', ""good lovin'"", ""knockin' on heaven's door""]",CA
1113,Forum,Los Angeles,USA,1989-02-10,1989,"['feel like a stranger', ""franklin's tower"", ""walkin' blues"", 'to lay me down', 'masterpiece', 'friend of the devil', 'let it grow', 'just a little light', ""truckin'"", 'crazy fingers', ""playin' in the band"", 'jam', 'drums', 'the wheel', ""gimme some lovin'"", 'wharf rat', 'sugar magnolia', 'baby blue']",CA
1114,Forum,Los Angeles,USA,1989-02-11,1989,"['mississippi half-step', 'new minglewood blues', 'candyman', 'big river', 'built to last', 'queen jane approximately', ""we can run but we can't hide"", 'bird song', 'china cat sunflower', 'i know you rider', 'man smart/woman smarter', 'standing on the moon', 'estimated prophet', 'i will take you home', 'drums', 'eyes of the world', 'i need a miracle', 'black peter', 'turn on your love light', 'box of rain']",CA
1115,Forum,Los Angeles,USA,1989-02-12,1989,"['cold rain and snow', 'hell in a bucket', 'row jimmy', 'beat it on down the line', 'promised land', 'west l.a. fadeaway', 'how long blues', ""gimme some lovin'"", 'iko iko', 'monkey and the engineer', 'alabama getaway', 'dire wolf', 'cassidy', 'stuck inside of mobile', 'drums', 'the other one', 'stella blue', 'foolish heart', 'not fade away', ""knockin' on heaven's door""]",CA
1116,The Omni,Atlanta,USA,1989-03-27,1989,"['mississippi half-step', ""walkin' blues"", 'built to last', ""we can run but we can't hide"", 'queen jane approximately', 'candyman', 'cassidy', 'touch of grey', 'scarlet begonias', 'fire on the mountain', 'estimated prophet', 'eyes of the world', 'drums', 'the wheel', 'i need a miracle', 'standing on the moon', 'turn on your love light', 'u.s. blues']",GA
1117,The Omni,Atlanta,USA,1989-03-28,1989,"['let the good times roll', ""franklin's tower"", 'feel like a stranger', 'stagger lee', 'stuck inside of mobile', 'ramble on rose', 'let it grow', ""don't ease me in"", 'samson and delilah', 'ship of fools', ""playin' in the band"", 'foolish heart', 'drums', ""gimme some lovin'"", 'wharf rat', ""throwin' stones"", 'not fade away', 'box of rain']",GA
1118,Greensboro Coliseum,Greensboro,USA,1989-03-30,1989,"['bertha', 'jack straw', 'row jimmy', 'blow away', 'masterpiece', 'bird song', 'promised land', 'china cat sunflower', 'i know you rider', 'looks like rain', ""he's gone"", 'drums', 'the other one', 'stella blue', 'sugar magnolia', ""knockin' on heaven's door""]",NC
1119,Greensboro Coliseum,Greensboro,USA,1989-03-31,1989,"['hell in a bucket', 'sugaree', 'new minglewood blues', 'peggy-o', 'me and my uncle', 'big river', 'loser', 'victim or the crime', 'standing on the moon', 'hey pocky way', ""truckin'"", 'terrapin station', 'drums', 'i will take you home', 'all along the watchtower', 'morning dew', ""good lovin'"", 'brokedown palace']",NC
1120,Civic Arena,Pittsburgh,USA,1989-04-02,1989,"['iko iko', 'little red rooster', 'dire wolf', ""it's all over now"", ""we can run but we can't hide"", 'brown eyed women', 'queen jane approximately', 'tennessee jed', 'music never stopped', 'shakedown street', 'man smart/woman smarter', 'foolish heart', 'drums', 'the wheel', 'dear mr. fantasy', 'hey jude reprise', 'around and around', ""goin' down the road feelin' bad"", 'turn on your love light', 'baby blue']",PA
1121,Civic Arena,Pittsburgh,USA,1989-04-03,1989,"['greatest story ever told', 'bertha', ""walkin' blues"", 'jack-a-roe', 'el paso', 'built to last', 'victim or the crime', ""tom thumb's blues"", ""don't ease me in"", 'blow away', 'estimated prophet', 'crazy fingers', ""uncle john's band"", 'drums', ""gimme some lovin'"", 'i need a miracle', 'stella blue', 'sugar magnolia', 'johnny b. goode', 'black muddy river']",PA
1122,Chrysler Arena,Ann Arbor,USA,1989-04-05,1989,"['feel like a stranger', ""franklin's tower"", 'new minglewood blues', 'candyman', 'stuck inside of mobile', 'far from me', ""dupree's diamond blues"", 'let it grow', 'u.s. blues', 'samson and delilah', 'cumberland blues', 'man smart/woman smarter', 'terrapin station', 'drums', 'china doll', ""throwin' stones"", 'not fade away', 'quinn the eskimo']",MI
1123,Chrysler Arena,Ann Arbor,USA,1989-04-06,1989,"['touch of grey', 'little red rooster', 'brown eyed women', 'mama tried', 'mexicali blues', 'althea', 'masterpiece', 'bird song', 'promised land', 'scarlet begonias', 'fire on the mountain', ""playin' in the band"", 'built to last', 'drums', 'i will take you home', 'the other one', 'wharf rat', 'around and around', ""playin' reprise"", 'brokedown palace']",MI
1124,Riverfront Coliseum,Cincinnati,USA,1989-04-08,1989,"['let the good times roll', 'wang dang doodle', 'west l.a. fadeaway', 'blow away', 'queen jane approximately', 'loser', 'cassidy', ""don't ease me in"", 'china cat sunflower', 'i know you rider', 'looks like rain', 'eyes of the world', 'drums', 'the wheel', 'dear mr. fantasy', 'hey jude reprise', 'i need a miracle', 'black peter', 'one more saturday night', 'box of rain']",OH
1125,Freedom Hall,Louisville,USA,1989-04-09,1989,"['hell in a bucket', 'sugaree', ""walkin' blues"", 'it must have been the roses', 'me and my uncle', 'big river', 'ramble on rose', 'desolation row', 'foolish heart', 'louie louie', 'man smart/woman smarter', 'ship of fools', 'estimated prophet', ""uncle john's band"", 'drums', 'the other one', 'stella blue', 'sugar magnolia', ""knockin' on heaven's door""]",KY
1126,Rosemont Horizon,Rosemont,USA,1989-04-11,1989,"['shakedown street', 'little red rooster', 'friend of the devil', 'victim or the crime', 'built to last', ""we can run but we can't hide"", 'stuck inside of mobile', 'deal', 'samson and delilah', 'crazy fingers', ""playin' in the band"", 'terrapin station', 'drums', ""gimme some lovin'"", 'standing on the moon', ""throwin' stones"", 'not fade away', 'u.s. blues']",IL
1127,Rosemont Horizon,Rosemont,USA,1989-04-12,1989,"['jack straw', 'row jimmy', 'new minglewood blues', 'tennessee jed', 'masterpiece', 'cumberland blues', 'let it grow', 'touch of grey', ""truckin'"", ""smokestack lightnin'"", 'spoonful', ""smokestack lightnin'"", ""he's gone"", 'drums', 'i will take you home', 'all along the watchtower', 'wharf rat', 'turn on your love light', 'black muddy river']",IL
1128,Rosemont Horizon,Rosemont,USA,1989-04-13,1989,"['iko iko', 'greatest story ever told', 'peggy-o', ""it's all over now"", 'to lay me down', 'cassidy', ""don't ease me in"", 'foolish heart', 'looks like rain', 'eyes of the world', 'drums', 'the wheel', 'i need a miracle', 'dear mr. fantasy', 'hey jude reprise', ""goin' down the road feelin' bad"", ""good lovin'"", 'baby blue']",IL
1129,The MECCA,Milwaukee,USA,1989-04-15,1989,"['mississippi half-step', 'feel like a stranger', ""franklin's tower"", ""walkin' blues"", 'when push comes to shove', 'queen jane approximately', 'blow away', 'promised land', 'china cat sunflower', 'i know you rider', ""playin' in the band"", 'terrapin station', 'drums', 'i will take you home', 'all along the watchtower', 'morning dew', 'one more saturday night']",WI
1130,The MECCA,Milwaukee,USA,1989-04-16,1989,"['hell in a bucket', 'they love each other', 'little red rooster', 'stagger lee', 'mama tried', 'mexicali blues', 'bird song', 'scarlet begonias', 'fire on the mountain', 'saint of circumstance', ""truckin'"", 'drums', 'the other one', 'stella blue', ""throwin' stones"", 'turn on your love light', 'box of rain']",WI
1131,Met Center,Minneapolis,USA,1989-04-17,1989,"['iko iko', 'new minglewood blues', 'row jimmy', 'far from me', 'built to last', 'victim or the crime', 'bertha', 'cold rain and snow', 'samson and delilah', 'crazy fingers', 'estimated prophet', 'eyes of the world', 'drums', 'the wheel', ""gimme some lovin'"", 'wharf rat', 'not fade away', ""knockin' on heaven's door""]",MN
1132,Irvine Meadows,Irvine,USA,1989-04-28,1989,"[""comments: was there a playin' reprise??"", 'cold rain and snow', 'little red rooster', 'peggy-o', 'queen jane approximately', 'just a little light', 'ramble on rose', 'picasso moon', 'bird song', 'crazy fingers', ""playin' in the band"", ""uncle john's band"", 'terrapin station', 'drums', 'the wheel', 'i need a miracle', 'standing on the moon', 'sugar magnolia', 'touch of grey', 'quinn the eskimo']",CA
1133,Irvine Meadows,Irvine,USA,1989-04-29,1989,"['hell in a bucket', 'sugaree', ""walkin' blues"", 'brown eyed women', 'blow away', 'stuck inside of mobile', 'built to last', 'one more saturday night', 'china cat sunflower', 'i know you rider', 'looks like rain', ""he's gone"", 'spoonful', 'drums', 'i will take you home', 'the other one', 'wharf rat', ""throwin' stones"", 'turn on your love light', 'u.s. blues']",CA
1134,Irvine Meadows,Irvine,USA,1989-04-30,1989,"['mississippi half-step', 'wang dang doodle', 'stagger lee', 'masterpiece', 'tennessee jed', ""we can run but we can't hide"", 'picasso moon', 'deal', 'box of rain', 'iko iko', 'estimated prophet', 'eyes of the world', 'drums', ""truckin'"", ""gimme some lovin'"", 'stella blue', 'around and around', ""good lovin'"", 'baby blue']",CA
1135,Frost Ampitheatre,Stanford,USA,1989-05-06,1989,"['jack straw', 'peggy-o', ""walkin' blues"", 'they love each other', 'the race is on', 'west l.a. fadeaway', 'just a little light', 'queen jane approximately', 'china cat sunflower', 'i know you rider', 'let the good times roll', 'hey pocky way', 'samson and delilah', 'ship of fools', ""playin' in the band"", 'eyes of the world', 'drums', 'i will take you home', 'the wheel', 'i need a miracle', 'wharf rat', 'around and around', 'not fade away', 'black muddy river']",CA
1136,Frost Ampitheatre,Stanford,USA,1989-05-07,1989,"['iko iko', 'little red rooster', 'bertha', 'me and my uncle', 'mexicali blues', 'built to last', 'picasso moon', 'bird song', 'foolish heart', 'victim or the crime', 'crazy fingers', 'man smart/woman smarter', ""he's gone"", 'drums', 'the other one', 'black peter', 'turn on your love light', ""knockin' on heaven's door""]",CA
1137,Oakland-Alameda County Stadium,Oakland,USA,1989-05-27,1989,"['touch of grey', 'greatest story ever told', 'althea', ""walkin' blues"", 'iko iko', 'stuck inside of mobile', 'bird song', 'promised land', 'hell in a bucket', 'fire on the mountain', 'blow away', ""truckin'"", 'drums', 'i will take you home', 'the other one', 'wharf rat', 'turn on your love light', 'brokedown palace']",CA
1138,Shoreline Amphitheater,Mountain View,USA,1989-06-18,1989,"['foolish heart', 'jack straw', 'alabama getaway', 'queen jane approximately', 'cold rain and snow', 'little red rooster', 'hey pocky way', 'iko iko', 'samson and delilah', 'cumberland blues', 'saint of circumstance', ""he's gone"", 'drums', 'the wheel', 'i need a miracle', 'stella blue', 'around and around', ""good lovin'"", 'u.s. blues']",CA
1139,Shoreline Amphitheater,Mountain View,USA,1989-06-19,1989,"['feel like a stranger', ""franklin's tower"", ""walkin' blues"", 'candyman', ""we can run but we can't hide"", 'when push comes to shove', 'stuck inside of mobile', 'bird song', 'china cat sunflower', 'i know you rider', ""playin' in the band"", 'crazy fingers', ""playin' reprise"", 'drums', 'i will take you home', 'all along the watchtower', 'black peter', ""throwin' stones"", 'not fade away', ""knockin' on heaven's door""]",CA
1140,Shoreline Amphitheater,Mountain View,USA,1989-06-21,1989,"['comments: summer solstice show', 'pay-per-view', 'hideaway', 'touch of grey', 'new minglewood blues', 'ramble on rose', 'box of rain', 'dire wolf', 'masterpiece', 'row jimmy', 'cassidy', 'deal', 'scarlet begonias', 'hell in a bucket', 'ship of fools', 'estimated prophet', 'eyes of the world', 'drums', ""truckin'"", 'the other one', 'morning dew', 'turn on your love light', 'brokedown palace']",CA
1141,Foxboro Stadium,Sullivan,USA,1989-07-02,1989,"[""playin' in the band"", 'crazy fingers', 'wang dang doodle', ""we can run but we can't hide"", 'tennessee jed', 'queen jane approximately', 'to lay me down', 'cassidy', ""don't ease me in"", 'friend of the devil', ""truckin'"", ""he's gone"", 'eyes of the world', 'drums', 'the wheel', 'dear mr. fantasy', 'hey jude reprise', 'sugar magnolia', 'quinn the eskimo']",MA
1142,Rich Stadium,Orchard Park,USA,1989-07-04,1989,"['bertha', 'greatest story ever told', 'cold rain and snow', ""walkin' blues"", 'row jimmy', 'masterpiece', 'stagger lee', 'looks like rain', 'deal', 'touch of grey', 'man smart/woman smarter', 'ship of fools', ""playin' in the band"", 'terrapin station', 'drums', 'i will take you home', 'all along the watchtower', 'morning dew', 'not fade away', 'u.s. blues']",NY
1143,JFK Stadium,Philadelphia,USA,1989-07-07,1989,"['hell in a bucket', 'iko iko', 'little red rooster', 'ramble on rose', 'stuck inside of mobile', 'loser', 'let it grow', 'blow away', 'box of rain', 'scarlet begonias', 'fire on the mountain', 'estimated prophet', 'standing on the moon', 'drums', 'the other one', 'wharf rat', 'turn on your love light', ""knockin' on heaven's door""]",PA
1144,Giants Stadium,East Rutherford,USA,1989-07-09,1989,"['shakedown street', 'jack straw', 'west l.a. fadeaway', 'victim or the crime', 'brown eyed women', 'queen jane approximately', 'bird song', 'china cat sunflower', 'i know you rider', 'samson and delilah', 'built to last', ""truckin'"", 'drums', ""gimme some lovin'"", ""goin' down the road feelin' bad"", ""throwin' stones"", 'not fade away', 'brokedown palace']",NJ
1145,Giants Stadium,East Rutherford,USA,1989-07-10,1989,"['feel like a stranger', ""franklin's tower"", ""walkin' blues"", 'jack-a-roe', 'masterpiece', 'tennessee jed', 'music never stopped', ""don't ease me in"", 'foolish heart', 'just a little light', ""playin' in the band"", ""uncle john's band"", 'drums', 'iko iko', 'all along the watchtower', 'morning dew', 'sugar magnolia', ""knockin' on heaven's door""]",NJ
1146,RFK Stadium,Washington,USA,1989-07-12,1989,"['touch of grey', 'new minglewood blues', 'mississippi half-step', ""tom thumb's blues"", 'far from me', 'cassidy', 'friend of the devil', 'promised land', 'sugaree', 'man smart/woman smarter', 'ship of fools', 'estimated prophet', 'eyes of the world', 'drums', 'i need a miracle', 'dear mr. fantasy', 'black peter', 'turn on your love light', 'black muddy river']",DC
1147,RFK Stadium,Washington,USA,1989-07-13,1989,"['hell in a bucket', 'cold rain and snow', 'little red rooster', 'tennessee jed', 'stuck inside of mobile', 'to lay me down', 'let it grow', ""he's gone"", 'looks like rain', 'terrapin station', 'drums', 'i will take you home', 'the other one', 'wharf rat', ""throwin' stones"", ""good lovin'"", 'u.s. blues']",DC
1148,Deer Creek,Noblesville,USA,1989-07-15,1989,"['bertha', 'greatest story ever told', 'candyman', ""walkin' blues"", 'peggy-o', 'queen jane approximately', ""we can run but we can't hide"", 'bird song', 'foolish heart', 'victim or the crime', 'crazy fingers', ""truckin'"", ""smokestack lightnin'"", 'drums', 'china doll', 'all along the watchtower', 'stella blue', 'sugar magnolia', 'brokedown palace']",IN
1149,Alpine Valley Music Theatre,East Troy,USA,1989-07-17,1989,"['let the good times roll', 'feel like a stranger', 'built to last', 'me and my uncle', 'cumberland blues', ""it's all over now"", 'row jimmy', 'masterpiece', 'when push comes to shove', 'music never stopped', 'china cat sunflower', 'i know you rider', ""playin' in the band"", ""uncle john's band"", 'standing on the moon', 'drums', 'the wheel', ""gimme some lovin'"", ""goin' down the road feelin' bad"", 'not fade away', 'we bid you goodnight', 'johnny b. goode']",WI
1150,Alpine Valley Music Theatre,East Troy,USA,1989-07-18,1989,"['touch of grey', 'jack straw', 'jack-a-roe', 'new minglewood blues', 'friend of the devil', 'stuck inside of mobile', 'bird song', 'promised land', 'sugar magnolia', 'scarlet begonias', 'man smart/woman smarter', 'eyes of the world', 'drums', 'china doll', 'dear mr. fantasy', 'hey jude reprise', ""throwin' stones"", 'sunshine daydream', 'quinn the eskimo']",WI
1151,Alpine Valley Music Theatre,East Troy,USA,1989-07-19,1989,"['hell in a bucket', 'sugaree', 'mama tried', 'mexicali blues', 'althea', 'victim or the crime', 'west l.a. fadeaway', 'desolation row', 'deal', 'box of rain', 'foolish heart', 'looks like rain', 'terrapin station', 'drums', 'the other one', 'the wheel', 'morning dew', 'turn on your love light']",WI
1152,Cal Expo,Sacramento,USA,1989-08-04,1989,"['bertha', 'greatest story ever told', 'althea', 'mama tried', 'mexicali blues', 'good time blues', 'built to last', 'queen jane approximately', 'jack-a-roe', 'cassidy', 'deal', ""truckin'"", 'wang dang doodle', 'crazy fingers', 'cumberland blues', 'eyes of the world', 'drums', 'the wheel', 'i need a miracle', 'stella blue', 'sugar magnolia', 'baby blue']",CA
1153,Cal Expo,Sacramento,USA,1989-08-05,1989,"['one more saturday night', 'cold rain and snow', ""we can run but we can't hide"", 'stagger lee', 'stuck inside of mobile', 'row jimmy', 'let it grow', 'hey pocky way', ""playin' in the band"", 'i know you rider', 'terrapin station', 'drums', 'standing on the moon', ""throwin' stones"", 'not fade away', 'u.s. blues']",CA
1154,Cal Expo,Sacramento,USA,1989-08-06,1989,"['let the good times roll', 'feel like a stranger', ""franklin's tower"", ""walkin' blues"", 'ramble on rose', 'masterpiece', 'bird song', 'scarlet begonias', 'fire on the mountain', 'samson and delilah', 'ship of fools', 'man smart/woman smarter', 'drums', 'i will take you home', 'the other one', 'wharf rat', 'turn on your love light', 'johnny b. goode', 'we bid you goodnight']",CA
1155,Greek Theatre,Berkeley,USA,1989-08-17,1989,"['hell in a bucket', 'sugaree', ""walkin' blues"", 'jack-a-roe', 'queen jane approximately', 'candyman', 'music never stopped', ""don't ease me in"", 'touch of grey', 'man smart/woman smarter', 'ship of fools', 'estimated prophet', 'eyes of the world', 'drums', 'the wheel', ""gimme some lovin'"", ""goin' down the road feelin' bad"", ""good lovin'"", 'quinn the eskimo']",CA
1156,The Greek Theatre,Berkeley,USA,1989-08-18,1989,"['cold rain and snow', 'new minglewood blues', 'row jimmy', 'masterpiece', 'built to last', 'victim or the crime', 'bird song', 'promised land', 'iko iko', 'looks like rain', 'terrapin station', 'drums', 'crazy fingers', 'i need a miracle', 'stella blue', ""throwin' stones"", 'turn on your love light', 'black muddy river', 'we bid you goodnight']",CA
1157,The Greek Theatre,Berkeley,USA,1989-08-19,1989,"[""comments: was there a playin' reprise???"", 'let the good times roll', 'jack straw', ""we can run but we can't hide"", 'tennessee jed', ""it's all over now"", 'loser', 'stuck inside of mobile', 'box of rain', 'china cat sunflower', 'i know you rider', ""playin' in the band"", ""uncle john's band"", 'drums', 'the other one', 'wharf rat', 'not fade away', 'foolish heart']",CA
1158,Shoreline Amphitheater,Mountain View,USA,1989-09-29,1989,"['let the good times roll', 'feel like a stranger', ""franklin's tower"", 'wang dang doodle', 'jack-a-roe', ""we can run but we can't hide"", 'stuck inside of mobile', 'bird song', 'promised land', 'china cat sunflower', 'i know you rider', 'blow away', ""playin' in the band"", 'terrapin station', 'drums', 'i need a miracle', ""death don't have no mercy"", 'sugar magnolia', 'quinn the eskimo']",CA
1159,Shoreline Amphitheater,Mountain View,USA,1989-09-30,1989,"['bertha', 'greatest story ever told', 'west l.a. fadeaway', 'queen jane approximately', 'row jimmy', 'let it grow', 'iko iko', 'estimated prophet', ""truckin'"", ""smokestack lightnin'"", 'drums', 'i will take you home', 'the wheel', 'all along the watchtower', 'touch of grey', 'u.s. blues']",CA
1160,Shoreline Amphitheater,Mountain View,USA,1989-10-01,1989,"['jack straw', 'ramble on rose', ""walkin' blues"", 'built to last', 'masterpiece', 'just a little light', 'cassidy', ""don't ease me in"", 'hell in a bucket', 'scarlet begonias', 'man smart/woman smarter', ""he's gone"", 'drums', 'the other one', 'wharf rat', 'turn on your love light', ""knockin' on heaven's door""]",CA
1161,Hampton Coliseum,Hampton,USA,1989-10-08,1989,"['foolish heart', ""walkin' blues"", 'candyman', 'me and my uncle', 'big river', 'stagger lee', 'queen jane approximately', 'bird song', 'promised land', 'help on the way', 'slipknot!', ""franklin's tower"", 'victim or the crime', 'eyes of the world', 'drums', 'i need a miracle', 'the wheel', ""gimme some lovin'"", 'morning dew', 'we bid you goodnight']",VA
1162,Hampton Coliseum,Hampton,USA,1989-10-09,1989,"['feel like a stranger', 'built to last', 'little red rooster', 'ramble on rose', ""we can run but we can't hide"", 'jack-a-roe', 'stuck inside of mobile', 'row jimmy', 'music never stopped', ""playin' in the band"", ""uncle john's band"", ""playin' reprise"", 'dark star', 'drums', ""death don't have no mercy"", 'dear mr. fantasy', 'hey jude reprise', ""throwin' stones"", ""good lovin'"", 'attics of my life']",VA
1163,Meadowlands Arena,East Rutherford,USA,1989-10-11,1989,"['let the good times roll', 'bertha', 'greatest story ever told', 'loser', 'masterpiece', 'althea', 'cassidy', 'just a little light', ""don't ease me in"", 'china cat sunflower', 'i know you rider', 'estimated prophet', 'terrapin station', 'drums', 'the wheel', 'all along the watchtower', 'black peter', 'turn on your love light', 'baby blue']",NJ
1164,Meadowlands Arena,East Rutherford,USA,1989-10-12,1989,"['hell in a bucket', 'sugaree', 'blow away', 'tennessee jed', 'queen jane approximately', 'bird song', 'jack straw', 'hey pocky way', 'cumberland blues', 'looks like rain', ""he's gone"", 'drums', 'the other one', 'wharf rat', 'sugar magnolia', 'brokedown palace']",NJ
1165,Meadowlands Arena,East Rutherford,USA,1989-10-14,1989,"['touch of grey', 'new minglewood blues', ""we can run but we can't hide"", 'friend of the devil', 'mama tried', 'mexicali blues', 'help on the way', 'slipknot!', ""franklin's tower"", 'foolish heart', 'man smart/woman smarter', 'scarlet begonias', ""truckin'"", 'drums', 'china doll', 'one more saturday night', 'black muddy river']",NJ
1166,Meadowlands Arena,East Rutherford,USA,1989-10-15,1989,"['let the good times roll', 'iko iko', ""walkin' blues"", 'far from me', 'row jimmy', 'victim or the crime', 'standing on the moon', 'samson and delilah', 'just a little light', 'crazy fingers', 'estimated prophet', 'eyes of the world', 'drums', 'stella blue', ""throwin' stones"", 'not fade away', 'box of rain']",NJ
1167,Meadowlands Arena,East Rutherford,USA,1989-10-16,1989,"['picasso moon', 'mississippi half-step', 'feel like a stranger', 'good time blues', 'built to last', 'stuck inside of mobile', 'let it grow', 'deal', 'dark star', ""playin' in the band"", ""uncle john's band"", ""playin' in the band"", 'drums', 'i will take you home', 'i need a miracle', 'dark star', 'attics of my life', ""playin' reprise"", 'we bid you goodnight']",NJ
1168,The Spectrum,Philadelphia,USA,1989-10-18,1989,"['shakedown street', 'little red rooster', 'peggy-o', 'queen jane approximately', 'bird song', 'music never stopped', 'china cat sunflower', 'i know you rider', 'ship of fools', 'man smart/woman smarter', 'terrapin station', 'drums', ""gimme some lovin'"", 'all along the watchtower', 'black peter', 'around and around', ""good lovin'"", 'u.s. blues']",PA
1169,The Spectrum,Philadelphia,USA,1989-10-19,1989,"['hell in a bucket', 'west l.a. fadeaway', 'victim or the crime', 'built to last', 'blow away', 'masterpiece', 'cumberland blues', 'cassidy', ""don't ease me in"", 'help on the way', 'slipknot!', ""franklin's tower"", 'estimated prophet', 'eyes of the world', 'drums', 'the wheel', 'dear mr. fantasy', 'hey jude reprise', ""death don't have no mercy"", 'turn on your love light', 'baby blue']",PA
1170,The Spectrum,Philadelphia,USA,1989-10-20,1989,"['touch of grey', 'greatest story ever told', 'candyman', 'picasso moon', 'just a little light', 'tennessee jed', 'stuck inside of mobile', 'stagger lee', 'promised land', 'california earthquake', 'hey pocky way', 'scarlet begonias', 'fire on the mountain', ""truckin'"", 'the other one', 'drums', 'i will take you home', 'the other one', 'wharf rat', 'sugar magnolia', 'brokedown palace']",PA
1171,unknown,Charlotte,USA,1989-10-22,1989,"['foolish heart', 'new minglewood blues', 'mississippi half-step', 'queen jane approximately', 'ramble on rose', 'beat it on down the line', 'bird song', 'johnny b. goode', 'blow away', 'samson and delilah', 'help on the way', 'slipknot!', ""franklin's tower"", 'drums', 'i need a miracle', 'stella blue', ""throwin' stones"", 'not fade away', 'black muddy river']",NC
1172,unknown,Charlotte,USA,1989-10-23,1989,"['california earthquake', 'feel like a stranger', 'loser', ""walkin' blues"", 'bertha', 'masterpiece', 'tennessee jed', 'let it grow', 'touch of grey', 'looks like rain', ""we can run but we can't hide"", 'crazy fingers', 'terrapin station', 'drums', 'i will take you home', ""goin' down the road feelin' bad"", 'standing on the moon', 'turn on your love light', 'attics of my life']",NC
